run_accession	description
SRR6195357	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195363	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195364	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195371	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195377	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195387	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195391	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195392	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195394	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195404	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195406	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195408	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195412	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195416	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195417	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195422	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195423	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195424	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195431	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195432	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195435	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195437	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195439	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195442	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195444	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195452	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195454	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195455	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195457	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195458	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195462	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195463	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195464	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195470	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195471	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195473	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195476	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195484	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195491	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6195495	NextSeq 500 sequencing: WGS Enterococcus faecium: non-typeable vanA VRE
SRR6267170	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Heifers N59542F
SRR6267178	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Heifers N59559F
SRR6267186	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Beef Cows N59589F
SRR6267192	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Market Swine N59492F
SRR6267200	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Heifers N60260F
SRR6267207	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Market Swine N60363F
SRR6267211	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Market Swine N60001F
SRR6267212	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Market Swine N59998F
SRR6267215	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Chickens N59951F
SRR6267219	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Market Swine N60417F
SRR6267221	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Beef Cows N60365F
SRR6267226	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Chickens N60449F
SRR6267228	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Turkeys N60200F
SRR6267229	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Chickens N60252F
SRR6267230	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Chickens N60045F
SRR6267231	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Chickens N60048F
SRR6267239	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Market Swine N59711F
SRR6267245	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Sow N59653F
SRR6267250	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Steers N59435F
SRR6267251	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Steers N59439F
SRR6267258	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Turkeys N59891F
SRR6267266	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 FSIS NARMS Young Chickens N59907F
SRR6267821	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Turkey N53805
SRR6267831	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Turkey N54190
SRR6267833	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Turkey N54155
SRR6267835	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Breast N54150
SRR6267844	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Pork Chop N52769
SRR6267846	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Turkey N52751
SRR6267853	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Turkey N53479
SRR6267860	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Breast N53548
SRR6267884	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Turkey N52649
SRR6267887	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Ground Beef N52690
SRR6267889	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Pork Chop N52732
SRR6267892	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Wings N55728
SRR6267894	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Breast N55337
SRR6267896	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Breast N55299
SRR6267900	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Breast N55655
SRR6267907	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Legs N54538
SRR6267916	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Wings N54671
SRR6267918	Illumina MiSeq sequencing: WGS of Enterococcus faecium: 2014 NARMS Chicken Wings N55072
SRR6384541	Ion Torrent Proton sequencing: original Hp5 strain +DNA from Hp24 metagenomic sample
SRR6384545	Ion Torrent Proton sequencing: original Hp5 strain +DNA from Hp5 metagenomic sample
SRR6384550	Ion Torrent Proton sequencing: original Hp21 strain +DNA from Hp6 metagenomic sample
SRR6728196	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6728197	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6728200	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6728201	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6728203	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6728204	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6728205	Illumina HiSeq 2000 sequencing: Genomic sequence of Enterococcus faecium isolate
SRR6768143	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768144	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768145	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768146	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768147	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768150	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768154	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768155	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768157	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768160	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768161	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768168	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768180	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768184	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768185	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768189	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768190	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768192	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768193	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768195	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768200	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768201	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768204	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768209	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768214	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768216	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768221	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768230	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768233	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768237	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768240	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768242	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768243	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768250	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768251	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768255	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768258	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768259	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768264	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768267	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768268	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768270	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768271	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768274	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768275	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768279	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768280	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768283	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768285	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768286	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768287	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768289	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768292	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768293	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768294	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768297	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768299	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768300	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768304	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768308	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768312	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768314	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768316	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768319	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768323	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768324	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768330	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768332	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768336	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768337	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768345	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768348	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768349	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768352	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768353	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768359	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768364	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768367	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768373	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768374	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768377	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768379	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768381	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768382	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768386	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768387	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768393	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768394	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768395	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768398	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768402	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768404	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768407	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768409	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768410	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768414	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768415	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768417	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768419	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768420	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768421	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768426	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768427	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768431	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768436	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768437	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768438	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768439	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768444	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768445	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768448	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768451	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768456	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768458	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768460	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768464	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768467	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768469	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768470	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6768472	NextSeq 500 sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6786651	PacBio RS II sequencing: Cross-sectional study of vancomycin-resistant Enterococcus faecium in Victoria, Australia (Nov-Dec.2015).
SRR6818580	Illumina MiSeq sequencing: Enterococcus faecium
SRR6818581	Illumina MiSeq sequencing: Enterococcus faecium
SRR6876913	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11808343 by Illumina MiSeq
SRR6876929	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11808133 by Illumina MiSeq
SRR6876933	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11808253 by Illumina MiSeq
SRR6876937	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11808262 by Illumina MiSeq
SRR6980258	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980260	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980262	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980263	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980264	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980274	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980276	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980280	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980282	Illumina MiSeq sequencing: WGS of Enterococcus faecium
SRR6980283	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980289	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980290	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980293	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980296	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980297	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980299	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980301	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980302	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980306	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980307	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980312	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980316	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980319	NextSeq 500 sequencing: WGS of Enterococcus faecium
